clean_text,sentiment_cont,sentiment_scaled
sfio has challenged the december last years order delhihc which had granted bail managing director adarsh credit cooperative society mukesh modi and rahul modi who were arrested the agency,0.0258,0.020640000000000002
"raghuram rajan one the one had criticizes modi saying the govt scope too big bureaucracy big etc
and the same time supports rahul gandhis minimum basic income scheme funded the govt run the bureaucracy
heights hypocrisy
",0.0258,0.020640000000000002
once congress officially said ram does not exists now they want want ram mandir contruction and roaming all over the country becoming pseudo janeu dhari hindu politics insan kya kya karva dwti after this ask what modi did for hindus ,0.1531,0.12248000000000002
even nehru suggested this idea long back during 5162 but due lack satellite they kept rest all ready but manmohan changed the board was too old and modi press the button after replacing the new board,0.0772,0.06176000000000001
the greed incompetence and obstinacy and overconfidence some the dtatenunits congress proving blessing for congress and our country will served better holds abeyance some the atomy has afforded the state units ,0.0258,0.020640000000000002
would pick fascist like modi anyday against ostich herd tiger mom driven weed smokin delusional layabout without single decent act his credit ,0.128,0.1024
one more term for modi and this will become reality south should vigilant though telugu states especially shouldnt turn into what karnataka has become today,0.1779,0.14232
fully vindicated modis statement vijay mallya … faces extradition india fraud and money laundering charges … was big win for india you mustve … ,0.2484,0.19872
nothing empty vessels sound much what could they when nirav fled along with another example going now ,0.1511,0.12088000000000002
its legal modi did ,0.128,0.1024
for chowkidar representative mahatma gandhis concept trusteeship modi main bhi chowkidar event ,0.128,0.1024
there compition here man modi far far ahead this race can liye being constitutional post even having responsible for country law and order could even talk about other peoples wrong doing lol dont think any past did ,0.25,0.2
ppl pakistan should never trust anyone who’ hand covered with blood muslims modi that person,0.1275,0.10200000000000001
either fool rajan crook gave modi list who was friend guide philosopher modi were they drinking buddies even know how system operates,0.0772,0.06176000000000001
"the now indian modi railways you dont know anything 
jaldi india logo indian nahi chowkidar kaha jaayega sarcasm please have look",0.1027,0.08216000000000001
hope but thats what heard even when vajpayee was campaigning and then modi 2014 but after the election are over bjp forgets ,0.2382,0.19056
⁦ ⁦ ⁦ all relevant issues addressed expose rahul highlight what modi govt already delivering ,0.2023,0.16184
its only matter time before sanghi say narendra modi was the brain behind ipl anything possible the sanghi world,0.0258,0.020640000000000002
lol did take benefits then hate modi arent ashamed benefits sabko chahiye usme peechhe nahi hatenge but galiya bhi denge modi ubrbabtrue hater then take benefits,0.0606,0.04848
guess bank only for the service the likes nirav modi sorry shudnt complaint,0.0772,0.06176000000000001
"think its because modi hindi imposition
btw settings top right corner ",0.2023,0.16184
hope you are getting handsome amount from upa for this worst class analysis where the analysis mudra loan benefit against job loss where indian defence development where corruption analysis and last but not the least aayega modi famous chamche,0.1686,0.13488
modi sir has been greatly beneficial for the nation within such short period think rational manner before you cast votes else india will looted again the selfish traitors,0.024,0.019200000000000002
chowkidar isnt about uniform nor about about being tied spot its spirit modi ,0.1779,0.14232
indian prime minister has become joker indian election commission narendra modis every word opposed congress party chief fake hindu titled gandhi where neither hindu not christian nor muslim rahul breed from quatrocchi,0.0258,0.020640000000000002
modi shake hand with imran then media pakistan wrote here write for cong kejriwal this news clearly showing son shiva narender modi fuck pakistan really ,0.1779,0.14232
resident bangalore south would like understand what prompted you make the statement that the air strike was fixed match between modi and imran khan,0.25,0.2
did some people say modi looking defensive these days  ,0.0258,0.020640000000000002
you now that corruption legally foreign funding election did one can ,0.1027,0.08216000000000001
compares modi shah duo tumour his rally visakhapatnam demanding full statehood for delhi and special status for accompanied and stage ,0.2023,0.16184
its sad that prime minister narendra modi calls our countrys politician poster boy pakistan what kind image portraying front the world ,0.0772,0.06176000000000001
ohh its truth but modi chokidaar chor ,0.1655,0.13240000000000002
india has shot down live satellite space its own part defence missile exercise ,0.1027,0.08216000000000001
still rumour but very strong rumour rss extremely unhappy with modishah,0.1901,0.15208
tips for journalists not recommended for cheerleaders masquerading journalists courtesy ,0.0052,0.00416
the one who gave that answer must crazy fellow isnt getting the pulse yet modis popularity there just ,0.1779,0.14232
"its was not what think the chanting modi modi modi was for the modi jokes
which didnt want hear",0.1969,0.15752
vote not business  and will vote for the best candidate constituency modi had five years and know what has done lynchings unemployment demonet will chose mnrega anyday haven’ made any new point ubi not sure wat will debate with raga,0.0869,0.06952000000000001
just for once gather some guts and say that you are antimodi you were not interested what says then why did you wait for long you were interested then wait was never long simple logic,0.1134,0.09072000000000001
modi playing politics over antisatellite missile capability mayawati ,0.2023,0.16184
why drdo was not asked why bjp announced all channels that narendra modi shall address nation why used unofficial channels party channels make announcement whole india many points shall posted eci this regard ,0.4019,0.32152000000000003
ohhhhhhkkkkkk very important message the nation address starting ten nine baar phirse  ,0.2716,0.21728000000000003
here why narendra modi credited songwriter modi journey common man ,0.3612,0.28896000000000005
most indians see little progress key issues over past years under modi sarkar pew research center report this the modiji ,0.3626,0.29008
surprised see how come our keep himself much fit and updated order counter the consolidated opposition attack headed raga and like minded followers akela modi sab bhari ,0.4215,0.3372
"
every citizen who working hard honestly contributing towards change society chowkidar let all part this change along with pledge contribute nation building",0.3818,0.30544
don’ revolve around modi like cbn for everything thing when know thinking not right you will correct time will tell this not productive now feel need pass time then will text ,0.3612,0.28896000000000005
the great trap ways congress has walked into unthinking opposition the has ceded large swathes electoral ground the before the 2019 general elections ,0.4215,0.3372
nirav modi vijay mallya share same jail cell judge’ read more ,0.296,0.2368
indeed watching modi live visual treat ,0.4019,0.32152000000000003
"rahul gandhi talks about economic issues
modi depends jumla movies for diverting the attention unemployed youth
only evm shd help modi under the ever obliging election commission",0.4019,0.32152000000000003
working freelancer since 2010 income never more than year when modi started mudra yojana tried take loan for business but done many rounds bank for collecting document and convincing branch manager then last stopped take loan ,0.4118,0.32944
just few minutes back rss people come home and specifically asked vote for modi also told them specifically that will never waste vote for chowkidar chor hai vote congress,0.3252,0.26016
the share regular wagesalaried jobs for women the plfs 201718 shows registered rise since 201112 ,0.296,0.2368
you area youth come join modi and sweat bit all these work happening ,0.296,0.2368
when modi doing press conference take credit,0.3818,0.30544
rightmay not for modi not stating one over another that his behavior non divergent wrt communitiesunlike rahul opting fetch communal benefits,0.3818,0.30544
yes your home phd fcuking your mother  ,0.4019,0.32152000000000003
people india should see like every seat modi only contestinglike how arjuna sees only birds eye,0.3612,0.28896000000000005
anyone with common sense wud get that gadkari recites his ministrys expenditure figures tell that jobs are coming didnt prev trans ministry spend money want them read 10k pages and claim jobs modis team has used phrase recall value name and advertise,0.4019,0.32152000000000003
for better sense rahul should contest from varanasi modis popularity hoax more over rahul can bring back old varanasi and the dirt along,0.3612,0.28896000000000005
narender modi has done his job granting permission for this mission while previous government was unable this,0.3182,0.25456
modi already giving lac for medical lac for house for farmers— total approx 8lac they why for bluff 72k pappu,0.34,0.272
"‘ you don’ vote you have right complain’ parineeti chopra ekta kapoor sidharth malhotra strongly respond modi’ ‘vote kar’ election 2019 initiative
",0.2732,0.21856
doesnt have pakistan next door after like modi does same playbook though,0.3612,0.28896000000000005
india has achieved unprecedented achievement today today india has registered its name space power far russia the united states and china received this status now india has also achieved this achievement narendra modi ,0.4215,0.3372
antimodi ‘thingies’ get ready for your faces bite the dust may 23rd  ,0.3612,0.28896000000000005
why isnt your watchdog savior modi seems like radicals sbare your opinions,0.3612,0.28896000000000005
request keep egos aside fight against bjp one voice chowkidar chor hai defeat modi shah duo after winning congress should grant delhi full statehood please its request nation cannot afford another years with modi ,0.3818,0.30544
the fifteen lakh number said modi 2014 big lie rahul gandhi said its 72000 crore per account now modi should promise will bring these 72000 crore every bank account ,0.3818,0.30544
"because they are modimediaor chamchamediachormediamafia
they all are the bjprsss vote campaignersthey all are proriotersprolynching antifarmers
antimazdoors
butalas all indians know truth from the promoditerrorist mediamafiawings",0.3182,0.25456
means agree that modi has pay tens thousands crores old paymentsgood,0.2732,0.21856
what doing not doing people india least concern about that would like know there any roadmap have fight against modi modi capable enough advertise himself dont advertise him your tweet too ,0.3612,0.28896000000000005
nation must known during upacong rule how planning commission focused lakh for luxurious toilet only planning commission building second side narendra modi government make toilet for common citizen india this the difference ,0.3818,0.30544
you have any proof that modi had committed 1500000 what had actually talked why you are bluffing jumla rahul the grandson feroze ,0.2732,0.21856
you check his history promises mister his name not modi,0.3818,0.30544
join shri ⁦ along with lakhs people throughout the country for the movement ,0.296,0.2368
"how can compare modi lion tiger
modi pure vegetarian
lion pure nonveg like beef most all hav compare compare with",0.3612,0.28896000000000005
has given clean chit modi his address mission shakti more details ,0.4019,0.32152000000000003
the last years narendra modi has transformed corrupt system leading clean administration explains some the big changes ,0.4019,0.32152000000000003
questions get here support answer are sanghi any bjp leaders family registered member any organisation linked bjp then bjp its for modi belive modi vote for modi ,0.4019,0.32152000000000003
when modi says they have confiscated 14000 crores worth assets yours why are you paying the banks then anyhow modi says its been recovered  ,0.3818,0.30544
1st you congressi ppl decide who started this program nehru manmohan singh credit goes modi ☝️,0.3818,0.30544
"lok sabha elecctions nda govt committed assam accord modi says download the toi app now
",0.2732,0.21856
this guy who masquerades journalist clearly pandering right what else can you explain this modi muslim story ,0.4019,0.32152000000000003
its god responsibility arrange jobs not modi ,0.2732,0.21856
nice that why like him criticize all major leaders instead only concentrating modi,0.4019,0.32152000000000003
modi has shared money numbers for all which govt did upa shwed some figurs only during budget allocations,0.34,0.272
"north east people know the real smell the root not artificial smell today amit shah said chowkidar not chor its pure
its sure again again modi
bandemataram",0.3182,0.25456
bro since you yourself has realized what the capabale why don’ you spread how these process works there are lot misguided ppl who are not aware the government benefits and schemes not saying spread propaganda modibjp but the govt schemes,0.2892,0.23136
"rahul gandhi orop congress provided 500 crores promised for years took modi deliver and the real cost 12000 crores and his promises not mean thing
when going pay taxes along with vadra and stop ripping off tax payers with ois",0.3612,0.28896000000000005
yogendra you have sense fair whose behalf you target modi are you paid for just you are just habitual,0.3182,0.25456
hopefully modi will snyasi,0.4019,0.32152000000000003
well comments  modi press conference democracy 201419 via ,0.2732,0.21856
these chowkidaars top and intelligent ,0.5859,0.46872
narendra modi has made cristal clear that wants take everyone serve the nationbut chowkidar alert,0.5859,0.46872
congress led upa government did not permit scientists launch mission shakti now modi has shown courage permit our scientists carry out the test previous government was spineless government,0.4939,0.39512
"modi divine gift nation says union minister harsh vardhan
",0.5574,0.44592000000000004
narendramodi dear narendra modi self parth pandya from gujarat request you sir pls make rule for voters people allowed cast their votes from which ever place they find themselves atsome times people have move for their job,0.4404,0.35232
has been proved all standards the scales such has been established beyond reasonable doubts that congress rahul gandhi involved the defence deal scams many more scams but our modi honest all respects modi hai mumkin hai ,0.4684,0.37472
trust army modi,0.5106,0.40848000000000007
chowkidars are for service rich people modi just doing that,0.5574,0.44592000000000004
dont just talk you something say come with facts accusations allegations without facts doesnt become real unless proved name one scam modi which you guys have proved until now bet you dont have criticism good for good governance but not abuse,0.5426,0.43408
prove luv for country one must modi bhagati bjp never dare question their goverment nothing new hearing this frm 5yr vaissea bhi this party consider christianmuslim 2nd citizen,0.481,0.38480000000000003
"the entire fleet helicopters bjp elections for free the rise modi and adani group quite story
moving ises believe what wrote that the cost ises were static this raised the cost for planes rest you would know abt more sir",0.5106,0.40848000000000007
one the world leading intellectual linguist madam case you didnt know his works are used theoretical computer science also,0.5106,0.40848000000000007
are proud our prime minister modi,0.4767,0.38136000000000003
“defeat modi else will prime minister for ever” the fear just amazing  when yoi dont work and waste your mandate 6770 seats ⁦ knows their time done ,0.4464,0.35712000000000005
leave shahid siddiqui aside have known popular muslim scholar from kerala very popular don’ want name him here tells media don’ remember gujarat riots happened when modi was went for sufi world meet with for validation anything can swallowed wonder,0.4509,0.36072000000000004
modi plays around toys with swamyramjaitely these three are useful they know intricacies delhi durbar the lobbies the wheelerdealer they are not eliminated just play around with them turns modi did that exactly learnt working delhi silos,0.4337,0.34696
here are 200 reasons vote modi rate interest higher education loans dropped from 1475 2013 1088 2019 savings 118 lakh lakh loan over tenure months 2000 savings emi,0.4588,0.36704000000000003
the yesterday slammed for comparing three liquor saying that doing has made fun the entire and should apologize the people for ,0.5719,0.45752
"next underwater trust indian navy ⁦ ready
surgical strikes land sky and space says modi meerut rally ",0.5106,0.40848000000000007
akhilesh yadav downplays the success says china has done this before heights frustration india wouldve surpassed china every sphere had strongwilled like modi since independence,0.4767,0.38136000000000003
proud our scientists and salute modi ,0.4767,0.38136000000000003
this very controversial technology not much nuke but definitely require backing from the govt ahead modis address nation was must india has make its points for international community too china and pak have already shown concerns,0.486,0.38880000000000003
"welcome
modi odisha

",0.4588,0.36704000000000003
journo bjp must careful about jains times now times now has joined mukesh ambanis cnn18 puries india today maligning modi bjp high time bjp boycott times now want win 2019,0.5267,0.42135999999999996
better than modi way,0.4404,0.35232
seems like imran khan taking lion order situations more seriously than our cute modi ,0.5434,0.43472
dogs will bark and will job not feku hate monger and lier like modi15 lakh jumpa 35rs petrol income tax smart cities bullet train highest unemployment rate years his rule will not waste vote idiots and hate mongers,0.446,0.3568
madam your victory confirming now positive environment tuticorin which created local citizens bjp allies workers only paid medias are supporting kanimozhi anti nationals will fix rate 100cr 500cr dont bow honest bcos modi bakht ,0.542,0.43360000000000004
proud our prime minister narender modi jai hind ,0.4767,0.38136000000000003
question modi our isro drdo and hal have good scientist and engineers why did gave rafaela deal reliance company,0.4404,0.35232
modi only want show his glamour styles youngs acts for flirt nothing has aim,0.5719,0.45752
this guy vowed run naked modi won 2014 from varanasi tweet deleted now ,0.5719,0.45752
narendra modi the real leader who changing india the changemaker the messiah the hero,0.5574,0.44592000000000004
modi alliance with admk has safe guarded and runs govt with bunch corrupt crooks everybody knows yeddi saint the per capita income growth for the last years lower than the avg growth previous year unemployment its highest ,0.4588,0.36704000000000003
pmopm modi address live prime minister congratulates drdo scientists mission shakti’ success ,0.5719,0.45752
people want modi real tiger decade family can relex for next five yes,0.4588,0.36704000000000003
why supporting narendra modi because commoner have experience dealing with bureaucracy under upa regime and nda regime ् ा ै ,0.4404,0.35232
modis wife safe and sound think about your wives,0.4404,0.35232
wait milan supporting ubi next time you say modi not passing reforms take second slap yourself,0.5423,0.43384
"problem with liberals any success namo credit scientists army airforce buerocract
2any failure blame namo wonder they are loosing their credibility
one thing they not understandmore they mock modi his popularity will rise exponentially",0.5158,0.41264000000000006
"modi the son prostitute doesnt stop threatening pakistan
father modi has nothing with his birth hindustan times claims",0.5667,0.45336
saw your interview journwas questioning the release timing movie modii belive movies are produced with commercial purpose and now the perfect time commercially2ndly state elections haryana ाा््रjk later this ,0.5106,0.40848000000000007
congress playing soft hindutva card with priyanka gandhi vadras ayodhya visit ram mandir still big issue ground level interesting fact modi never visited ayodhya last years ,0.5423,0.43384
shaktiman modiji modis address the successful test the the antisatellite asat missile ,0.5859,0.46872
see nszardarialtaf hussainfazlurahmanptmblamodiashraf ghanindsciarawmossad and hizbushaitaan rejoicing against this one man army,0.5859,0.46872
"narendra modis speech india successfully shoots down live satellite space download the toi app now
",0.4939,0.39512
hope not like another modi promise,0.4749,0.37992000000000004
pls dont shit here modi will construct you very good quality toilet made india sanitarywares,0.7519,0.60152
proud for our respected modi sirjay hindbharat mata jay,0.7351,0.58808
you are indian prim minister dont west our money your bjps political rallies think about country dont think about bjp party thank you ,0.6369,0.5095200000000001
"support modi for what has done make india powerful country the world
",0.6705,0.5364
kindly ensure that this doesnt flop like the lakh every bank account scheme modi had come with ,0.6933,0.55464
please read this thread and see what absolute danger india modi utterly capable gifting chunks india his crony friends and hes already doing ,0.5984,0.47872000000000003
bhai this guy worked hard proved his worth thats how got ticket youth admires his work was only that then why one from modi’ family given ticket pls explain other hand karti who out bail gets congress ticket why,0.7579,0.6063200000000001
think dont know wat the sacrifices its gud knw grandpa and dad were army they know the value dis sacrifices modi sacrifices his own family and dedicated his life got india got dont spoil grandpa dad dignity posting nonsense twit,0.6597,0.52776
"but modi the most powerful among them
this year muslim countries association invited indias foreign minister first time while pak was out
ोी ी ैं ो ुि ै।",0.6297,0.5037600000000001
modiji has done justice all castestudents whether uppercastes obc scst even muslim traderso muslin women through talaq act and reservations all castestudents scst amendment override done and obc constitution recognised and hope modi jio lives,0.743,0.5944
agree better neutral against modi gauge public mood,0.6597,0.52776
also trying hard but the other hand its ,0.6249,0.49992000000000003
"the has the advantage narendra modis positive appeal among the middle class who constitute large section the electorate the south seat
",0.6808,0.54464
vikas yatra transformative economic growth via thanks ,0.6705,0.5364
"what are you questioning modi govt aadhaar has been boost this govt can ask them and its about voter ids then trust you should never raise question election commission
and even arya are also infiltrators means dravid are real indians",0.6808,0.54464
only rich can dream under narendra modis rule rahul gandhi rajasthan ,0.6808,0.54464
"india needs modi
otherwise have such waste leaders like
babu
jagan
mayawathi
mamta
devagowga
rahul
akhilesh
mulayam
newsx went lucknow and ask people opinion what they are saying stunning
majority wants modi
one person says dont have any option
modi the best",0.7579,0.6063200000000001
please advise your leader stop mocking for every thing modi doing the best interest our nation once even mocked swach bharath sbhiyan which one the noble accomplishment modi government,0.743,0.5944
target joke modi using world theater day definitely shaming whole artists group what say ,0.5994,0.47952000000000006
"tomorrow modi will say after using washroom forgot flash congress will say nehru did
thanks nehru who soiled such kind bakwas creatures",0.743,0.5944
"quite interesting news was waiting for russian statement since asat launch now indian people will see modis masterstoke yet come please wait patiently
still waiting for israel statement",0.6478,0.51824
vote such party and leadershipwho can take fast and firm action none other than narendra damodardas modi and bjp party ,0.6597,0.52776
the wise guys were telling that modi such clever man for not going after sonia and gandhi and sleeping their deeds because they were prosecuted they would have got sympathy vote,0.7184,0.57472
’ for our nation kindly request all opponent speakers unilaterally vote for mrmodi led nda government mrnarendra modi being the first citizen india reserves and deserves publish the milestones achieved behalf drdo and our esteemed scientists,0.7269,0.58152
"well isnt this how social media platform work study reveals modi engaged sachin tendulkar and amitabh bachchan twitter increase visiblity
",0.7269,0.58152
country saved from modishaw dictatorship kejriwal modi and shaw are manipulatorsthey play mind games cbn,0.6369,0.5095200000000001
fuel wave favour modi not pappu understand keralites educated intelligent ,0.7096,0.5676800000000001
loans worth 272 lakh waived modi for his crony capitalist friends that was our tax money now there will proper distribution and ask modi,0.6124,0.4899200000000001
india has created history today this man possessed jst was telecasted sm1 pls tell him being the leader one has keep 130cr ppl aware evrythng happening around has praise the scientists behalf the entire nation ,0.7096,0.5676800000000001
what intellectual media will never tell you modi conducted surgical strike space protect india from invading muslim aliens,0.6597,0.52776
"hame kya karna hai aap jaise log hame mat batao
modi best and modi going come back whether you live not
",0.6369,0.5095200000000001
not worry wont win another century next time stick modi upto 2100 lutcha congis comes near your vehicle,0.6045,0.48360000000000003
the best them all ,0.6369,0.5095200000000001
another day modis paradise ,0.6369,0.5095200000000001
"this scheme very good but the congress government comes then necessary make sure that implemented properly
because government have seen that implementing plans not big deal ",0.6183,0.49463999999999997
kcr should share his vision for india wants federal front center needs let people know what going offer for the country chest thumping karimnagar alone won’ help india ,0.5994,0.47952000000000006
this kind false and stupid sense superiority inculcated many indians gives the indication that one more term for modi will sufficient ensure indian societys implosion,0.6124,0.4899200000000001
also modi contested from varanasi boost bjps chances which were not bright till then while congress already strong kerala,0.6591,0.5272800000000001
love srk and support modi see any problem with that,0.6369,0.5095200000000001
did you learn throw about figures mindlessly like your master pappu the congress culture generously give loans their cronies and then waive them off later under this govt from mallya nirav modi each defaulter being caught hold and dues recovered,0.6486,0.51888
please vote for modi until completes all his promises,0.5994,0.47952000000000006
narendra modi was charge the department space like pragati proactive governance and timely implementation modi has himself taken the responsibility key projects and initiatives vote for rising india vote for modi jai hind  ,0.6486,0.51888
congratulations narendra modi and his team now india becomes space power prod indian now narendra modi not only chokidar india chokidar the whole universe ,0.5994,0.47952000000000006
modi its best ,0.6369,0.5095200000000001
modi always best,0.6369,0.5095200000000001
hinduism doesnt need marketing salespersons thrives acceptance belief people can etc and still can hindus its not owned person concept god,0.6249,0.49992000000000003
wait for minimum more years all love modi and his good decision taken towards our country you should stop talking rubbish,0.7322,0.58576
"power indias development modi govt empowering poor with easy access bank loans which used the preserve rich and well connected 155 crore mudra loans were given small entrepreneurs
via namo app",0.6705,0.5364
tejasvi played active role narendra modis 2014 lok sabha elections campaign organising and addressing public meetings across the country ,0.6249,0.49992000000000003
all indians feel proud that are going the most powerful the world the devoted contribution our scientists under the able guidance narendra modi,0.8357,0.66856
auntiji thousand times better than thoughtsin heart than rabble rouser modi jiwhat brief spreading half truthsbigotry,0.7964,0.63712
great achievement indian government special thanks modi sir ,0.8658,0.69264
about the political fuss modi clamming the success just for addressing means that even mangalyaan mission success should also claimed modi for just addressing not manmohan singh ,0.8126,0.65008
"but pappu liking this low inflation nowwhich would brought down many hard work good policies modi govt
this pappu promising increase the inflation",0.8817,0.7053600000000001
love malayalis tamilians kannadigas telugu people bengalis maharahtrians punjabis kashmiris gujaratis biharis and all indians like that when modi and shah annex pakistan india they give permission love lahoris karachiites peshawaris pashtuns etc,0.8979,0.7183200000000001
modi seems very confident 300 while dont share the optimism hope for the best ,0.7817,0.62536
this really proud moment for india now came 4th after china russia congratulations drdo for operation sakti well done narendra modi for giving solid back support,0.9336,0.74688
great modi great,0.8481,0.67848
and his bjp friends with pakistan birthday wish karne waha chale jaate chacha biryani khaane nirav modi vijay mallaya mehul choksi such scamsters whom you helped flee from country with friends like those can public interest served  ,0.9246,0.73968
" became possible because modi government tried its best trust make india which was being mocked libtards accept ✌️not like upa which believes distribution freebies jawaharlal nehru shri
nehru russia and china ",0.9201,0.7360800000000001
"oppositionwhy give credit modithese missions were accomplished scientistsr brave forces
yes moronsbut same brave soldierscapable scientists capabilty were there during upa too then why didn’ they anything",0.9325,0.746
modi this election lok sabha campaign feels honour avail the services honourable president india and his excellency rajasthan too against law and under the garb satellite ,0.8834,0.70672
"just watch fun
modi will win election
huh",0.7964,0.63712
"
india salutes our brave security forces for successful operations balakot have complete trust our forces and that why gave our forces free hand act says modi via namo app billions salutes all armed forces jaihind vandemataram",0.9607,0.76856
these 100 film makers are hired you just like your award waapsi gang sure that after loksabha election results declared these film makers would making sequels biopics modi ,0.8074,0.64592
"rojgaar ghar uthakar nahi diye jaate modi created opportunities and only the eligible ones can get the chance anparon bhatta deke congress apni taraf karna chahti hai kynki velle hain free paise updrav karne kaam ayenge
earn with self respect",0.9001,0.72008
his only qualification llm lots love for modi you win set example saying and doing good things wish you success,0.9538,0.76304
have only one heart how many times gona win modi ,0.8402,0.67216
india proud shri modi super leader who having courage take strong and decisive decision equally proud drdo and out scientist too,0.9552,0.7641600000000001
the original vedio does not matter all modi had spoken with the intention that would successful bringing back all the black money swiss bank account and said lakh out optimism practice difficult bring money the law the land does not permit,0.7921,0.63368
how useful and enlightening would for modi ponder over and learn how safeguard constitution  ,0.8316,0.6652800000000001
even before was given ticket people like age yrs are promoting modi devoting hours day for namo service because want make india better,0.8834,0.70672
copied this tweetpasted group telecom employeestelecom sector despite being top job cutter past last years you can see the love for among employees sharing the only screen whatsapp group the josh maximum sure ,0.8275,0.662
modi giving only that amount which india can bear without any burden the way developmentyou seems educated please use your intelligence and vote for development and strong government please dont believe fools statement,0.9471,0.7576800000000001
narendra damodar modi you did what other could ever years you taught realize the value our freedom understood why nehru was the best what gdp why rbi prints currency ,0.8957,0.7165600000000001
ravi thanks for liking this tweet even thought want imagine modi wud handling ruling govt whn sits opposition sure dis thought has come out from fact dat modi does not answer straight forward whn opposition questions,0.7604,0.60832
"present state anybody can prime minister that much joke the india position has become
modi can continue chowkidar per his wish peace",0.8126,0.65008
modi does indulge marketing glorifying achievements etc but good with because promotes healthy competition for performance among parties its better than politics caste religion and appeasement ,0.9643,0.7714400000000001
would like convey heartfelt thanks our narendra modi sir well the scientists drdo for mission shakti,0.875,0.7000000000000001
thats what great nation like india can when has leader like modi leading front jai hind,0.8442,0.67536
"rahul gandhi sonia gandhi bail corruption cases trying bribe the voters
please vote for narendra modi for better strong corruption free hindustan ",0.875,0.7000000000000001
priyanka good story teller she should tell about her granny’ ‘garibi hatao’ emergency nagarwalla bofors other stories also people and stories how vadra became super rich jiffy they will interesting stories modi can back his achievements with facts,0.8885,0.7108
"this wily man has his belly blown his intention not national security concern but that modi gets advantage
out heart burn suggests keep secret not elections would never have even talked",0.8308,0.66464
happy birthday loved your remake narendra modi love see accidental the same line,0.91,0.7280000000000001
"ashley tellis modis big successes namely strengthened ties with saudi uae while avoiding saudiiran rivalry japan adds fourth agree with bangladesh
lanka maldives also improved mainly due govt change",0.8625,0.6900000000000001
you people are hypocrites modi contests from two seats then not confident and searching safe seat but rahul does its leader trying win waah the hypocrisy defend the dynasty just remarkable,0.9049,0.7239200000000001
congratulations great achievement modi hai sambhav hai,0.8402,0.67216
lakhs people hailing from samba poonch attended jis rally dumi akhnoor today much enthusiasm people see modi again thanks our beloved well who chose jammu start with his election campaign ,0.8807,0.7045600000000001
and yes best luck for the resident galimpur dariyatikar can assure voting for ,0.9062,0.72496
"proud indian
great achievement  congrats india
modi hai sab possible hai",0.891,0.7128000000000001
you are absolutely awesome person and are proud you dear you have won millions hearts with your debates and knowledge chanels god bless you all the success life and and coming elections serve bharti jai hind jai bjp jai modi ,0.9792,0.7833600000000001
said that the government dedicated the vision new bharat ensure security the country and improve living standards govt dedicated vision new bharat modi india news times india ,0.9423,0.7538400000000001
"• • • • •
come witness the journey common man which will truly inspire you watch the exclusive official trailer modi –… ",0.7964,0.63712
modi contesting from only one seat just asking modi had won from vadodara and varanasi 2014 won both and chose vacate vadodara,0.8126,0.65008
super sir all the best jai bjp jai modi ,0.8442,0.67536
not bloody stupid follower single family single party single leader today with modi ill continue till find someone better than him ,0.7895,0.6316
"modi one the parliamentary sessions spoke abt congress party anyone tries grow the partythey are suppressed like morarji desaipranab mukherjee sharad pawar etc
what have your party done advani ",0.7845,0.6276
"would have rejected this promoted story but that really true quote the image heres the exact news article would definitely like see nonbjp noncongress government they both have done nothing for the progress this nation
",0.8367,0.6693600000000001
